OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasureValue.Original,TADA.ResultMeasureValue.Flag,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionLimitMeasureValue.Original,TADA.DetectionLimitMeasureValue.Flag,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,MethodSpecificationName,ProjectName,ProjectDescriptionText,SamplingDesignTypeCode,QAPPApprovedIndicator,QAPPApprovalAgencyName,ProjectFileUrl,ProjectMonitoringLocationWeightingUrl
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-NPSETAL210905-4951857-0905-4-C,Sample-Routine,WATER,NA,9/5/2021,11:30:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,National Park Service,UTAHDWQ_WQX-4951857,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,0.094,0.094,Numeric,MG/L,J,Accepted,NA,Actual,NA,NA,NA,NA,NA,"Indicates an estimated value. Applied to calculated concentrations for compounds whose concentration is below the reporting limit, but at or above the MDL",NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,9/24/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,9/5/2021 18:30,NA,Yellow Ck bl Spring in Bryce Cyn NP,River/Stream,NA,14070007,NA,NA,NA,NA,37.57442,-112.14103,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Cooperative Monitoring,"This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-LAKES210628-4937130-0629-2-C,Sample-Integrated Vertical Profile,WATER,NA,6/29/2021,10:05:00,MST,NA,NA,NA,NA,NA,NA,0,m,2,m,302,Division of Water Quality,UTAHDWQ_WQX-4937130,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.355,0.355,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,7/13/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/29/2021 17:05,NA,PELICAN LAKE 01 W MIDLAKE,Lake,NA,14060001,NA,NA,NA,NA,40.1908,-109.68903,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-MUDCK210525-5931545-0525-4-C,Sample-Routine,WATER,NA,5/25/2021,10:30:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,Division of Water Quality,UTAHDWQ_WQX-5931545,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.49,0.49,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,6/7/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,5/25/2021 17:30,NA,MUD CREEK AT COUNTY RESTORATION SITE,River/Stream,NA,14060007,NA,NA,NA,NA,39.71482,-111.1626,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Non-Point Source (NPS) Monitoring,"This will include monitoring events for the purposes of determining NPS project effectiveness, including baseline conditions for projects, anything that would be funded by NPS grants; we'd like to track this separately.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-MUDCK210629-5931645-0629-4-C,Sample-Routine,WATER,NA,6/29/2021,11:30:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,Division of Water Quality;Other,UTAHDWQ_WQX-5931645,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.567,0.567,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,7/13/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/29/2021 18:30,NA,Fish Ck AB Scofoeld Resevoir at Rainbow Blvd,River/Stream,NA,14060007,NA,NA,NA,NA,39.77743,-111.17683,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Non-Point Source (NPS) Monitoring,"This will include monitoring events for the purposes of determining NPS project effectiveness, including baseline conditions for projects, anything that would be funded by NPS grants; we'd like to track this separately.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-UTLK210412-4994950-0413-4-C,Sample-Routine,WATER,NA,4/13/2021,16:25:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4994950,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,1.34,1.34,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,4/30/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,4/13/2021 23:25,NA,SPRING CK BL LEHI MILL POND,River/Stream,NA,16020201,NA,NA,NA,NA,40.36856,-111.83549,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210621-4904330-0622-4-C,Sample-Routine,WATER,NA,6/22/2021,14:10:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4904330,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.157,0.157,Numeric,MG/L,J,Accepted,NA,Actual,NA,NA,NA,NA,NA,"Indicates an estimated value. Applied to calculated concentrations for compounds whose concentration is below the reporting limit, but at or above the MDL",NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,7/8/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/22/2021 21:10,NA,HIGH CK @ USFS BNDY,River/Stream,NA,16010202,NA,NA,NA,NA,41.9764,-111.75627,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210405-4904726-0406-4-C,Sample-Routine,WATER,NA,4/6/2021,13:55:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4904726,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,2.78,2.78,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,4/23/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,4/6/2021 20:55,NA,Clay Slough at 7000 N crossing,River/Stream,NA,16010202,NA,NA,NA,NA,41.85957,-111.92798,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-CUWJP210525-4998130-0525-4-C,Sample-Routine,WATER,NA,5/25/2021,10:35:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,Central Utah Water Conservancy District,UTAHDWQ_WQX-4998130,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),Not Detected,NITROGEN,DISSOLVED,NA,NA,ND or NA,MG/L,U,Accepted,NA,Calculated,NA,NA,NA,NA,NA,Not detected/reported,NA,NA,NA,NA,NA,NA,4500-NORG D,APHA,4500 NORG D ~ Block Digestion and Flow Injection Analysis,NA,Chem-Tech Ford,6/8/2021,NA,Lower Reporting Limit,1,1,Numeric,MG/L,NA,STORET,5/25/2021 17:35,NA,Provo River ab Jordanelle Reservoir at Rock Cliff Trail Bridge,River/Stream,NA,16020203,NA,NA,NA,NA,40.60192,-111.34101,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Cooperative Monitoring,"This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210503-4903200-0518-4-C,Sample-Routine,WATER,NA,5/18/2021,15:00:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4903200,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,1.15,1.15,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,6/2/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,5/18/2021 22:00,NA,CLARKSTON CK AT 500 NORTH IN CLARKSTON,River/Stream,NA,16010202,NA,NA,NA,NA,41.92906,-112.04463,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210405-4903504-0406-4-C,Sample-Routine,WATER,NA,4/6/2021,12:30:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4903504,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,0.335,0.335,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,4/23/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,4/6/2021 19:30,NA,Summit Creek at 400 West crossing in Smithfield,River/Stream,NA,16010202,NA,NA,NA,NA,41.83638,-111.84395,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-UTLK210412-4995465-0413-4-C,Sample-Routine,WATER,NA,4/13/2021,10:55:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4995465,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,1.44,1.44,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,5/4/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,4/13/2021 17:55,NA,Beer Creek/Benjamin Slough,River/Stream,NA,16020201,NA,NA,NA,NA,40.13287,-111.79149,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-CUWJP210525-4996890-0525-4-C,Quality Control Sample-Field Replicate,WATER,NA,5/25/2021,14:17:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,Central Utah Water Conservancy District,UTAHDWQ_WQX-4996890,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),Not Detected,NITROGEN,DISSOLVED,NA,NA,ND or NA,MG/L,U,Accepted,NA,Calculated,NA,NA,NA,NA,NA,Not detected/reported,NA,NA,NA,NA,NA,NA,4500-NORG D,APHA,4500 NORG D ~ Block Digestion and Flow Injection Analysis,NA,Chem-Tech Ford,6/8/2021,NA,Lower Reporting Limit,1,1,Numeric,MG/L,NA,STORET,5/25/2021 21:17,NA,PROVO RIVER BL DEER CREEK RES CUWCD Replicate of 5913210,River/Stream,Replicate of 5913210,16020203,NA,NA,NA,NA,40.40303,-111.52966,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Cooperative Monitoring,"This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BLMVERNAL210517-4933970-0519-4-C,Sample-Routine,WATER,NA,5/19/2021,11:00:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,Bureau of Land Management,UTAHDWQ_WQX-4933970,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.261,0.261,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,6/3/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,5/19/2021 18:00,NA,WHITE R NEAR BONANZA AT U45 XING,River/Stream,NA,14050007,NA,NA,NA,NA,39.97914,-109.17817,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Cooperative Monitoring,"This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,N,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210621-4901930-0622-4-C,Sample-Routine,WATER,NA,6/22/2021,10:20:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4901930,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,0.724,0.724,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,7/8/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/22/2021 17:20,NA,HAMMOND MAIN CANAL AT BRIDGE ON ROAD TO HAMPTON'S FORD,Canal Irrigation,NA,16010204,NA,NA,NA,NA,41.78521,-112.10246,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210607-4903200-0608-4-C,Sample-Routine,WATER,NA,6/8/2021,15:10:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4903200,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,1.25,1.25,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,6/15/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/8/2021 22:10,NA,CLARKSTON CK AT 500 NORTH IN CLARKSTON,River/Stream,NA,16010202,NA,NA,NA,NA,41.92906,-112.04463,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BRI210607-4902050-0607-4-C,Sample-Routine,WATER,NA,6/7/2021,11:50:00,MST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,Division of Water Quality,UTAHDWQ_WQX-4902050,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,TOTAL,1.7,1.7,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,6/14/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,6/7/2021 18:50,NA,Malad River at 6400 N Xing NW of Bear River City (UT09ST-137),River/Stream,NA,16010204,NA,NA,NA,NA,41.62377,-112.16672,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-LAKES210527-4920450-0527-2-C,Sample-Integrated Vertical Profile,WATER,NA,5/27/2021,10:45:00,MST,NA,NA,NA,NA,NA,NA,0,m,2,m,302,Division of Water Quality,UTAHDWQ_WQX-4920450,NA,NA,NA,NA,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,Miscellaneous (Other),NA,NITROGEN,DISSOLVED,0.607,0.607,Numeric,MG/L,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,Utah DOH Division of Epidemilogy and Laboratory Services,6/8/2021,NA,Lower Reporting Limit,0.2,0.2,Numeric,MG/L,NA,STORET,5/27/2021 17:45,NA,WILLARD BAY RES IN S W CORNER .25MI FROM SHORE 02,Lake,NA,16020102,NA,NA,NA,NA,41.35133,-112.11883,NA,NA,NA,GPS-Unspecified,NAD83,NA,NA,NA,NA,NA,NA,US,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,AS N,Targeted,"This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA
